Marka;Nadwozie;Silnik;Kolor;Cena;Rok Zakupu;Plec Kupujacego;Wiek Kupujacego;Stan
Volkswagen;Cupe;2.5;Niebieski;493933;2013;M;69;California
Chevrolet;Cupe;1.5;Czerwony;424809;2010;M;54;Delaware
Chevrolet;Sedan;3.5;Czarny;479212;2020;M;42;South Dakota
BMW;Sedan;4.0;Brazowy;213244;2013;M;21;Connecticut
Ford;Sedan;5.0;Czarny;201481;2018;K;54;Montana
Ford;Kombi;2.0;Zielony;199886;2016;K;70;South Carolina
Audi;Sedan;4.0;Czerwony;171675;2017;K;36;Vermont
Honda;Minivan;5.0;Rozowy;45567;2016;K;65;Nevada
Audi;Kabriolet;4.5;Bialy;158867;2019;K;41;Alabama
Cadilac;Kabriolet;2.0;Brazowy;190884;2013;M;67;Nevada
Audi;SUV;3.0;Niebieski;231659;2016;K;34;Texas
Audi;SUV;4.0;Szary;222001;2010;K;66;Tennessee
Ford;Kabriolet;3.5;Fioletowy;203503;2019;K;67;Arizona
Nissan;Pick-up;4.5;Rozowy;196916;2017;K;49;Indiana
Audi;Hatch-back;2.0;Zolty;344946;2010;K;24;Michigan
Toyota;Kabriolet;3.5;Szary;496882;2014;K;51;Maryland
Ford;Hatch-back;5.0;Bialy;189549;2015;M;69;New Jersey
Chrysler;Sedan;4.5;Szary;222249;2017;K;52;New Mexico
Cadilac;Kabriolet;3.0;Brazowy;395068;2011;K;54;Kentucky
Audi;Pick-up;4.0;Szary;103331;2008;M;34;Mississippi
Nissan;Kabriolet;1.5;Bialy;150146;2015;K;52;New Mexico
Chevrolet;SUV;3.0;Zielony;417109;2019;K;58;Alabama
Honda;Sedan;3.5;Niebieski;495701;2012;M;45;Texas
Toyota;Kabriolet;3.5;Niebieski;191773;2019;K;39;Maine
Cadilac;Kombi;3.5;Zielony;411045;2010;M;46;Alaska
Dodge;Sedan;2.5;Srebrny;239719;2008;M;33;Georgia
Honda;Minivan;5.0;Czarny;77770;2018;K;36;Connecticut
Toyota;Hatch-back;5.0;Czerwony;346133;2013;K;53;Nebraska
Nissan;Kabriolet;3.5;Rozowy;92438;2015;M;62;South Carolina
Volkswagen;Kombi;4.0;Rozowy;459301;2008;M;62;Massachusetts
Toyota;SUV;5.0;Zielony;70935;2009;K;53;Alabama
Chrysler;Sedan;3.0;Czerwony;150949;2019;M;32;Oklahoma
Dodge;Hatch-back;4.5;Fioletowy;202960;2012;K;52;Illinois
Mercedes;Hatch-back;5.0;Czarny;292481;2008;M;52;Michigan
Chrysler;Minivan;2.5;Zielony;236545;2014;M;40;Maryland
Audi;Pick-up;5.0;Niebieski;368711;2011;M;27;Maine
Ford;Kombi;3.0;Brazowy;138716;2017;M;41;Colorado
Toyota;Cupe;1.5;Bialy;199936;2016;K;26;Minnesota
Mercedes;Minivan;4.5;Niebieski;86844;2011;K;66;South Dakota
Audi;SUV;5.0;Fioletowy;448992;2017;M;32;Alaska
Chrysler;Kombi;3.5;Czarny;374716;2017;K;40;Utah
Dodge;Cupe;3.5;Czarny;187408;2011;M;67;Washington
Toyota;Kabriolet;2.0;Czarny;434710;2010;M;59;South Dakota
Nissan;Kombi;4.0;Szary;417031;2008;K;56;New Mexico
Honda;Kabriolet;5.0;Brazowy;489341;2019;M;53;Virginia
Chevrolet;SUV;2.5;Bialy;354733;2012;K;33;Alaska
Audi;Kabriolet;1.5;Bialy;253687;2013;M;33;Washington
Chrysler;SUV;3.0;Rozowy;302351;2013;M;69;Wisconsin
Chevrolet;Cupe;4.5;Rozowy;317639;2018;K;54;Ohio
Honda;SUV;1.5;Czerwony;301253;2011;K;52;Hawaii
Mercedes;Pick-up;5.0;Czarny;286164;2012;K;55;Georgia
Toyota;SUV;4.0;Rozowy;237810;2008;M;22;Washington
Mercedes;Sedan;4.5;Szary;140512;2015;K;28;South Dakota
Toyota;Kabriolet;1.5;Bialy;184280;2009;M;65;Nebraska
Toyota;Sedan;2.5;Brazowy;359260;2020;M;56;Missouri
Chevrolet;Pick-up;4.5;Rozowy;72686;2014;M;43;Indiana
Ford;SUV;4.5;Srebrny;492614;2014;M;46;Pennsylvania
BMW;Kabriolet;1.5;Niebieski;62058;2020;M;67;New Jersey
Dodge;Hatch-back;2.5;Rozowy;329563;2011;M;68;Texas
BMW;Cupe;4.5;Fioletowy;99314;2011;M;56;Vermont
Ford;Kabriolet;2.5;Fioletowy;399219;2008;M;36;Oklahoma
Ford;Kombi;2.5;Srebrny;48362;2010;M;48;Texas
Dodge;Cupe;1.5;Srebrny;272835;2012;M;43;Maine
Toyota;Minivan;2.0;Srebrny;120319;2013;M;39;North Carolina
Volkswagen;Sedan;4.5;Czerwony;104793;2012;M;37;Colorado
Mercedes;Sedan;4.0;Zolty;213230;2010;M;25;Georgia
Mercedes;Cupe;2.0;Szary;294682;2019;K;65;Minnesota
Cadilac;Cupe;5.0;Czarny;489998;2014;K;57;Tennessee
Ford;Pick-up;3.0;Fioletowy;404146;2015;K;38;California
Mercedes;Cupe;4.5;Zolty;256368;2016;K;37;Illinois
Chevrolet;SUV;5.0;Niebieski;42364;2020;K;25;New Jersey
Volkswagen;Cupe;4.0;Rozowy;340700;2010;M;38;Kentucky
Ford;Minivan;2.0;Srebrny;81838;2010;K;44;Washington
Toyota;Kombi;5.0;Fioletowy;445827;2015;K;50;Delaware
Chrysler;Cupe;2.5;Zolty;493235;2008;M;56;Iowa
Ford;SUV;5.0;Szary;156101;2011;M;35;Wyoming
BMW;Sedan;3.0;Czerwony;302835;2018;K;26;Pennsylvania
Ford;Kombi;3.0;Fioletowy;271646;2018;M;55;Nevada
Ford;Hatch-back;5.0;Czarny;76671;2017;K;52;Illinois
BMW;Kombi;5.0;Czerwony;490677;2012;M;34;Utah
Honda;Kabriolet;3.5;Bialy;223208;2019;K;52;Virginia
Chevrolet;Kabriolet;1.5;Zielony;404413;2015;K;58;Missouri
Ford;Hatch-back;3.0;Srebrny;363673;2008;M;56;Massachusetts
Chevrolet;Pick-up;3.0;Zielony;122210;2017;K;26;New Jersey
Mercedes;Kabriolet;4.0;Bialy;143251;2018;K;63;Rhode Island
Dodge;Kombi;4.5;Rozowy;293170;2012;K;25;Tennessee
Nissan;Sedan;2.0;Czerwony;61223;2016;K;41;Mississippi
BMW;Hatch-back;2.0;Brazowy;305265;2009;K;43;West Virginia
Honda;Minivan;3.5;Srebrny;474632;2011;K;57;Georgia
Chevrolet;SUV;2.5;Srebrny;112089;2009;M;21;Connecticut
Chrysler;Kabriolet;4.0;Srebrny;431547;2008;K;23;West Virginia
Honda;Kabriolet;4.5;Niebieski;311949;2019;K;43;Florida
Chevrolet;Kombi;3.0;Szary;357034;2018;K;41;Utah
Audi;Minivan;2.5;Czarny;421586;2008;K;58;Alaska
Honda;Minivan;1.5;Czarny;351973;2010;K;47;Colorado
Ford;Sedan;3.0;Srebrny;322757;2014;M;59;Arizona
Dodge;Cupe;4.0;Czerwony;329318;2015;K;40;Virginia
Audi;Sedan;2.0;Zolty;104800;2019;K;42;Hawaii
Ford;Hatch-back;2.5;Zolty;110214;2017;K;44;West Virginia
Cadilac;Cupe;3.0;Niebieski;322992;2020;K;59;Washington
Chrysler;Cupe;4.5;Rozowy;270979;2018;M;32;Rhode Island
Volkswagen;Kombi;2.0;Bialy;390201;2016;M;22;Nevada
Honda;Sedan;5.0;Niebieski;122077;2014;K;20;Alaska
BMW;Pick-up;2.5;Niebieski;497173;2017;K;68;Iowa
Volkswagen;Pick-up;3.5;Zolty;126994;2010;K;56;New Mexico
Honda;SUV;4.0;Rozowy;235332;2016;M;49;Kansas
Chevrolet;Sedan;5.0;Brazowy;71413;2008;K;38;Utah
Cadilac;Cupe;1.5;Niebieski;429904;2009;M;38;Wisconsin
Volkswagen;Minivan;3.5;Zielony;212054;2011;K;34;Rhode Island
Honda;Kabriolet;3.5;Zielony;157317;2011;K;69;Minnesota
Mercedes;Hatch-back;3.0;Czerwony;408665;2008;M;33;North Dakota
BMW;Hatch-back;4.5;Bialy;431899;2017;M;36;Ohio
Chevrolet;Hatch-back;4.5;Fioletowy;481624;2016;K;45;Virginia
Honda;Sedan;3.5;Rozowy;61368;2013;K;36;Connecticut
Volkswagen;SUV;4.0;Brazowy;32479;2013;M;57;Iowa
Cadilac;Cupe;4.5;Fioletowy;302360;2009;K;51;Idaho
Toyota;Sedan;2.5;Czarny;45556;2008;K;27;Wyoming
Chrysler;Sedan;3.0;Fioletowy;498377;2010;M;39;Michigan
Cadilac;Minivan;4.0;Zielony;407805;2011;M;45;Wyoming
BMW;Minivan;3.0;Niebieski;261082;2009;K;36;Ohio
BMW;Cupe;4.5;Zielony;144937;2020;M;58;South Dakota
BMW;SUV;2.0;Niebieski;437622;2017;K;31;Iowa
Honda;SUV;5.0;Rozowy;38743;2011;M;29;Washington
BMW;Kabriolet;1.5;Szary;313983;2018;K;70;Iowa
Cadilac;Sedan;2.0;Brazowy;234849;2016;M;23;Tennessee
Mercedes;Hatch-back;2.0;Srebrny;155813;2008;M;50;Utah
Nissan;Kabriolet;2.5;Zielony;273337;2014;K;43;Oklahoma
Audi;Sedan;3.5;Bialy;447535;2018;K;56;Utah
Cadilac;Kombi;3.0;Zielony;481989;2017;M;60;Nebraska
Audi;SUV;1.5;Bialy;116367;2020;K;40;Louisiana
Toyota;Cupe;3.0;Bialy;348232;2018;M;49;North Dakota
Mercedes;Kabriolet;3.5;Zolty;348117;2016;K;55;Georgia
Mercedes;Cupe;4.0;Zielony;326167;2017;M;61;Minnesota
Cadilac;Kabriolet;5.0;Rozowy;319967;2009;K;28;Arizona
Mercedes;Kabriolet;3.0;Srebrny;229058;2019;K;47;Arkansas
Nissan;Sedan;5.0;Szary;44091;2015;M;32;Virginia
Honda;Sedan;4.0;Rozowy;464673;2017;K;65;Indiana
Audi;Kombi;4.5;Brazowy;111576;2009;K;52;Montana
Chevrolet;Pick-up;4.5;Srebrny;381994;2010;M;23;New Mexico
Cadilac;Sedan;5.0;Niebieski;51898;2017;M;51;Nebraska
Dodge;Kabriolet;1.5;Czerwony;41688;2019;M;23;Oklahoma
Ford;Pick-up;3.5;Srebrny;411530;2010;K;43;South Carolina
BMW;Kombi;2.0;Brazowy;468995;2009;K;46;Utah
Toyota;Minivan;3.0;Rozowy;390675;2019;M;45;Oklahoma
Mercedes;Cupe;3.5;Czerwony;39892;2019;M;25;Virginia
Chrysler;Cupe;1.5;Zielony;219161;2009;K;41;New Jersey
Cadilac;Pick-up;3.0;Brazowy;372582;2014;M;60;Indiana
Ford;Hatch-back;4.5;Niebieski;470039;2018;M;53;Michigan
Nissan;Kombi;3.0;Srebrny;472548;2013;K;53;Delaware
Chevrolet;Kombi;2.5;Rozowy;287635;2009;M;27;Hawaii
BMW;Hatch-back;1.5;Zolty;76600;2012;K;21;Arizona
Mercedes;Kombi;4.0;Niebieski;231938;2014;M;24;Montana
Chrysler;Sedan;4.0;Brazowy;281621;2019;K;34;Wisconsin
Volkswagen;Kombi;2.5;Niebieski;451798;2013;M;63;South Carolina
Toyota;Hatch-back;2.0;Brazowy;371068;2015;M;67;Hawaii
Nissan;SUV;5.0;Zielony;172799;2010;M;61;Montana
Audi;Sedan;4.5;Niebieski;481130;2020;K;35;Michigan
Ford;Kombi;4.5;Zolty;205029;2008;K;47;Alaska
Volkswagen;Hatch-back;2.0;Czerwony;361285;2017;K;55;Georgia
Mercedes;Kombi;2.0;Czerwony;408072;2011;K;39;Kentucky
Honda;Sedan;4.0;Zielony;424746;2017;K;44;Montana
Volkswagen;Minivan;5.0;Srebrny;213883;2008;M;68;California
Chrysler;SUV;3.5;Zielony;461083;2015;K;51;Alabama
Dodge;Sedan;3.0;Czerwony;143875;2016;K;70;Hawaii
Toyota;Pick-up;4.5;Rozowy;138029;2020;K;41;Maryland
Chevrolet;Kombi;4.0;Bialy;81895;2019;M;40;Kansas
Chevrolet;Kabriolet;3.0;Zolty;389025;2008;K;32;Minnesota
Honda;SUV;3.0;Fioletowy;343089;2014;M;46;Texas
Audi;Sedan;2.5;Bialy;288269;2017;K;64;Alaska
Toyota;Sedan;4.0;Brazowy;186881;2015;K;38;Tennessee
Cadilac;Pick-up;3.0;Niebieski;36298;2015;M;59;Iowa
Ford;Hatch-back;2.5;Zolty;243167;2014;M;46;Alabama
Audi;Kombi;5.0;Czerwony;102428;2010;M;23;Rhode Island
Audi;Pick-up;2.0;Niebieski;187807;2015;K;38;Alabama
Honda;Sedan;2.0;Srebrny;126110;2012;K;57;Vermont
Mercedes;Kombi;4.5;Rozowy;312683;2009;M;67;Colorado
Volkswagen;SUV;2.5;Srebrny;485435;2013;M;23;Delaware
Dodge;Sedan;3.0;Czarny;412956;2016;M;56;Nevada
Ford;Minivan;3.0;Bialy;91383;2016;K;29;Minnesota
Chevrolet;Kabriolet;3.5;Rozowy;295726;2020;M;47;Indiana
Chrysler;Cupe;3.5;Fioletowy;50143;2020;M;63;Oklahoma
BMW;Cupe;1.5;Szary;479483;2008;K;49;North Dakota
Chrysler;Cupe;3.5;Czerwony;75584;2008;M;65;Texas
Toyota;Minivan;5.0;Czerwony;385408;2014;K;32;Louisiana
Ford;Sedan;3.5;Bialy;448857;2012;K;37;Delaware
Cadilac;Hatch-back;3.0;Zielony;155010;2013;K;38;Oklahoma
Chrysler;SUV;2.5;Bialy;263491;2016;K;47;Washington
Ford;Cupe;2.5;Czerwony;103851;2013;M;40;Georgia
Mercedes;Kombi;3.5;Brazowy;491831;2019;K;35;Rhode Island
Mercedes;Kombi;4.5;Rozowy;60028;2011;M;28;Massachusetts
BMW;SUV;2.0;Fioletowy;309685;2012;M;67;Ohio
Chevrolet;Minivan;4.5;Brazowy;305869;2011;M;46;Kentucky
Nissan;Pick-up;5.0;Zielony;474353;2016;K;46;New Mexico
Audi;Kabriolet;2.0;Bialy;473199;2019;K;40;Hawaii
Nissan;SUV;4.5;Szary;121668;2018;K;25;Washington
Dodge;Hatch-back;4.5;Bialy;399238;2010;K;60;Florida
Honda;Cupe;3.5;Rozowy;446858;2008;K;29;Virginia
Audi;Cupe;1.5;Czerwony;455741;2015;M;23;California
Chevrolet;SUV;4.5;Rozowy;297540;2012;M;27;South Dakota
Ford;Kabriolet;4.0;Brazowy;393030;2014;M;22;Montana
Toyota;Kabriolet;2.5;Czarny;76555;2016;K;41;Indiana
Chevrolet;Minivan;4.5;Szary;204640;2018;K;68;Iowa
Volkswagen;SUV;4.0;Fioletowy;131859;2016;M;66;Ohio
Chrysler;Kabriolet;4.5;Bialy;92485;2011;M;66;DC
BMW;Minivan;3.5;Srebrny;171599;2017;M;60;North Carolina
Toyota;Sedan;3.0;Zielony;447597;2019;M;46;California
Ford;Cupe;1.5;Srebrny;474941;2013;K;20;Washington
Ford;Pick-up;4.0;Szary;468475;2015;M;36;Massachusetts
Cadilac;Cupe;3.5;Niebieski;335069;2008;M;31;Kentucky
Honda;Kabriolet;3.5;Czerwony;142179;2018;K;52;Tennessee
Cadilac;Kombi;2.0;Bialy;384288;2010;M;64;Iowa
Dodge;Pick-up;3.0;Zolty;413201;2013;M;47;Oklahoma
BMW;SUV;5.0;Fioletowy;131818;2019;K;65;Indiana
Toyota;Kabriolet;1.5;Szary;293185;2020;K;34;North Carolina
Honda;Minivan;4.0;Brazowy;67231;2010;M;26;Rhode Island
Toyota;Minivan;4.0;Czarny;111216;2017;K;32;South Carolina
Honda;Minivan;4.5;Rozowy;498605;2008;K;52;North Carolina
Honda;Hatch-back;5.0;Szary;338001;2017;M;33;Kansas
Audi;Hatch-back;1.5;Fioletowy;51749;2012;M;46;Ohio
Chrysler;Minivan;1.5;Fioletowy;264109;2015;M;47;Maine
Dodge;SUV;3.0;Zielony;165888;2011;K;66;Ohio
BMW;Kabriolet;3.0;Fioletowy;167155;2016;M;34;Hawaii
Nissan;Minivan;3.0;Brazowy;465299;2017;K;26;South Carolina
Toyota;Kabriolet;4.0;Zolty;448440;2009;K;32;Alabama
Ford;Kombi;4.0;Niebieski;154824;2017;M;35;Illinois
Honda;Cupe;3.0;Fioletowy;494949;2008;K;45;Colorado
Volkswagen;Kombi;4.0;Szary;181356;2012;M;24;Massachusetts
Honda;Hatch-back;5.0;Niebieski;199231;2012;M;50;Michigan
Chrysler;Hatch-back;3.0;Zielony;434652;2016;K;53;California
Volkswagen;SUV;3.5;Czerwony;400993;2015;M;43;Wisconsin
Volkswagen;Sedan;5.0;Zielony;98596;2016;K;63;Illinois
Mercedes;Kombi;3.0;Bialy;366017;2016;K;45;Florida
Ford;Sedan;3.5;Zielony;32731;2020;K;52;Nebraska
Dodge;Kabriolet;2.5;Rozowy;316705;2014;M;42;Iowa
Chrysler;Kombi;2.0;Szary;349656;2015;M;50;Hawaii
Cadilac;Minivan;1.5;Zielony;157820;2013;K;36;Delaware
Nissan;Sedan;1.5;Czarny;174973;2010;M;23;Kentucky
Ford;Kabriolet;2.0;Bialy;265196;2014;M;20;New Jersey
Dodge;Sedan;2.0;Brazowy;460653;2017;M;44;Maryland
Chevrolet;Kabriolet;3.5;Zielony;427952;2015;M;34;Utah
Mercedes;Hatch-back;3.0;Rozowy;410952;2013;K;52;South Dakota
BMW;SUV;2.5;Bialy;138041;2008;K;60;Ohio
BMW;Kombi;3.0;Srebrny;190826;2017;M;26;DC
Toyota;Cupe;5.0;Zolty;128654;2016;K;28;Ohio
Mercedes;Sedan;2.5;Bialy;428537;2008;M;46;Georgia
Nissan;Hatch-back;4.0;Niebieski;34095;2010;K;46;Oklahoma
Cadilac;Pick-up;3.5;Zielony;65722;2012;M;27;Michigan
Toyota;SUV;4.5;Szary;386229;2008;K;24;Missouri
Ford;Sedan;2.0;Bialy;35773;2019;M;52;Missouri
BMW;Pick-up;3.0;Rozowy;302900;2018;K;69;Florida
Chevrolet;Kabriolet;4.5;Brazowy;31151;2020;K;67;Wyoming
Ford;Kombi;1.5;Srebrny;319738;2012;K;60;Indiana
Dodge;SUV;4.5;Srebrny;242968;2015;M;52;New Mexico
BMW;Kombi;2.0;Niebieski;73854;2015;K;63;Vermont
Chevrolet;Sedan;4.5;Rozowy;74973;2016;K;51;Missouri
Honda;Sedan;3.5;Szary;58573;2019;K;67;Arkansas
Chevrolet;Hatch-back;5.0;Czarny;163011;2014;M;45;California
Cadilac;Sedan;1.5;Niebieski;350709;2010;K;60;Alabama
BMW;SUV;3.5;Czerwony;438624;2020;M;30;New Jersey
Chevrolet;Cupe;3.0;Czerwony;37883;2016;K;35;Texas
Nissan;Cupe;4.5;Rozowy;289290;2018;M;23;Pennsylvania
Audi;Pick-up;3.5;Zielony;48212;2009;M;44;North Carolina
Toyota;Kabriolet;4.0;Srebrny;423427;2016;K;53;Wisconsin
Ford;Pick-up;4.5;Zielony;192599;2010;M;49;Rhode Island
Volkswagen;Hatch-back;3.5;Niebieski;75303;2016;K;22;Arkansas
BMW;Sedan;5.0;Brazowy;291016;2018;K;24;Kansas
Audi;Cupe;2.5;Srebrny;120865;2012;M;31;New Mexico
Audi;Pick-up;2.0;Bialy;127490;2020;K;23;Kentucky
Volkswagen;Kabriolet;2.5;Czerwony;471473;2011;M;24;Georgia
Chevrolet;Kabriolet;3.5;Szary;481185;2015;K;48;Washington
Chevrolet;Kombi;3.5;Zolty;390244;2009;M;56;Massachusetts
Volkswagen;Pick-up;4.0;Bialy;313108;2009;K;20;Arizona
Ford;Minivan;3.0;Rozowy;326363;2016;K;59;Wisconsin
Honda;Cupe;4.5;Fioletowy;393072;2017;M;30;Maryland
BMW;Sedan;5.0;Niebieski;365920;2014;K;39;West Virginia
BMW;Hatch-back;4.5;Srebrny;258197;2017;K;28;Minnesota
Cadilac;Kabriolet;4.0;Rozowy;426812;2014;M;44;Florida
Chevrolet;Kombi;3.0;Zielony;115716;2014;M;31;Kansas
Volkswagen;Hatch-back;2.5;Bialy;485452;2019;M;57;New Mexico
Audi;Kabriolet;4.0;Szary;302358;2017;M;55;South Carolina
Nissan;Minivan;4.5;Niebieski;260052;2010;K;70;Nevada
Ford;Kabriolet;4.5;Srebrny;238705;2017;K;62;New Hampshire
Chrysler;Sedan;3.0;Zielony;148325;2014;M;33;Nevada
Mercedes;Sedan;3.0;Bialy;116219;2019;K;36;Oklahoma
Volkswagen;Sedan;5.0;Niebieski;87702;2015;K;46;Rhode Island
Mercedes;Sedan;2.5;Bialy;40746;2015;K;46;Minnesota
Audi;Pick-up;2.5;Czerwony;374562;2014;K;57;Vermont
Nissan;Pick-up;2.5;Bialy;389433;2019;K;35;Rhode Island
Chevrolet;Hatch-back;4.5;Zielony;179112;2014;K;21;Colorado
Mercedes;Hatch-back;4.5;Bialy;69350;2012;K;27;Louisiana
Mercedes;Minivan;5.0;Rozowy;30452;2014;M;29;Texas
Audi;Kabriolet;5.0;Czerwony;346879;2008;K;27;New York
Volkswagen;Hatch-back;3.5;Brazowy;56600;2010;K;31;Pennsylvania
Dodge;Sedan;3.5;Zielony;164807;2015;K;48;South Carolina
Audi;Minivan;2.5;Brazowy;354197;2008;M;66;Louisiana
Mercedes;Sedan;3.5;Niebieski;333742;2013;M;48;Tennessee
Honda;Hatch-back;5.0;Brazowy;76663;2008;M;52;Ohio
Chrysler;Kombi;5.0;Zielony;214978;2014;M;65;Kansas
Honda;Hatch-back;4.5;Zielony;231877;2014;M;35;DC
Dodge;Kombi;5.0;Szary;206780;2013;M;50;West Virginia
Chevrolet;Sedan;4.0;Srebrny;443860;2020;M;49;Massachusetts
Mercedes;Sedan;5.0;Niebieski;237656;2010;K;48;Alabama
Chrysler;Kabriolet;5.0;Czerwony;142320;2009;K;26;New Hampshire
Nissan;Sedan;2.5;Czerwony;232511;2010;M;36;Florida
Nissan;Hatch-back;2.5;Srebrny;33053;2020;M;57;Kansas
Honda;Kombi;1.5;Zielony;373950;2016;K;58;South Carolina
Volkswagen;Sedan;4.0;Fioletowy;380445;2014;M;55;Michigan
Chevrolet;Kombi;3.0;Rozowy;99486;2012;K;41;Arkansas
Toyota;Kombi;1.5;Czerwony;85799;2019;M;37;New Hampshire
Nissan;Kabriolet;1.5;Brazowy;386626;2019;M;63;Tennessee
Volkswagen;Sedan;3.5;Szary;131821;2009;M;67;Arkansas
Cadilac;Cupe;3.0;Srebrny;308196;2018;M;41;South Carolina
Cadilac;Cupe;3.0;Fioletowy;332645;2017;M;54;Oklahoma
Audi;Pick-up;2.5;Czerwony;68682;2020;K;38;Alabama
Nissan;Cupe;1.5;Zolty;31332;2010;K;48;West Virginia
Chrysler;Hatch-back;5.0;Srebrny;247000;2020;K;38;Florida
Cadilac;Cupe;3.0;Czerwony;336401;2013;M;30;New Jersey
Volkswagen;SUV;4.5;Brazowy;137220;2020;K;40;Missouri
Dodge;Kombi;2.5;Niebieski;372427;2010;K;68;Oregon
Chrysler;SUV;4.5;Srebrny;358320;2020;K;69;Rhode Island
Ford;Sedan;4.5;Niebieski;138585;2011;K;52;California
Ford;Pick-up;4.0;Fioletowy;36563;2015;K;58;Vermont
Cadilac;Minivan;1.5;Szary;70648;2018;M;29;Arizona
Chevrolet;Sedan;4.0;Zielony;151663;2019;K;66;Indiana
BMW;Hatch-back;2.0;Czerwony;477090;2011;K;52;Utah
Cadilac;Sedan;4.0;Fioletowy;204131;2020;K;51;Hawaii
Ford;SUV;2.0;Brazowy;235683;2013;M;66;New Jersey
Dodge;Pick-up;2.5;Zolty;258674;2009;K;51;Maryland
Mercedes;Kabriolet;5.0;Czarny;443500;2020;M;20;Minnesota
Chevrolet;Hatch-back;2.5;Brazowy;84397;2011;M;44;Mississippi
Chrysler;SUV;2.5;Czarny;210098;2013;K;35;Illinois
Nissan;SUV;1.5;Zielony;122091;2013;M;55;Rhode Island
Toyota;Hatch-back;2.5;Czerwony;449898;2015;M;63;Tennessee
Toyota;Hatch-back;4.0;Rozowy;474588;2012;M;25;Utah
Nissan;Pick-up;5.0;Zielony;311605;2015;K;60;California
Ford;Kabriolet;2.5;Czarny;452985;2016;K;34;Montana
Honda;Sedan;4.5;Brazowy;88193;2013;M;68;Delaware
Mercedes;Cupe;5.0;Zielony;496058;2014;K;50;Pennsylvania
Cadilac;Kabriolet;1.5;Brazowy;84937;2009;K;54;Illinois
Honda;Minivan;2.5;Niebieski;36009;2015;M;49;South Carolina
Mercedes;Kabriolet;3.5;Niebieski;416599;2013;K;45;Illinois
Chevrolet;Sedan;4.0;Fioletowy;128017;2013;K;47;Indiana
Honda;Hatch-back;2.0;Fioletowy;341038;2019;M;51;Oklahoma
Audi;Sedan;3.5;Zielony;194655;2018;K;55;Delaware
Toyota;Minivan;2.0;Zielony;343564;2019;M;64;Maine
Toyota;Hatch-back;2.5;Czarny;462129;2020;K;25;Michigan
Ford;Cupe;2.0;Czarny;295743;2018;M;66;Nevada
Mercedes;Sedan;1.5;Brazowy;441286;2018;M;46;Montana
BMW;Kabriolet;4.5;Bialy;102411;2013;K;67;Vermont
Toyota;Sedan;5.0;Srebrny;225420;2016;K;29;Kansas
Dodge;Cupe;2.0;Zolty;246889;2010;M;29;Kansas
Nissan;Kabriolet;5.0;Zolty;98187;2010;K;64;Indiana
Honda;Pick-up;5.0;Srebrny;174395;2008;K;23;Maine
Mercedes;Kombi;2.0;Czerwony;189737;2012;M;56;Delaware
Ford;Sedan;3.5;Szary;59661;2018;M;47;Montana
Chrysler;Kombi;3.5;Fioletowy;94574;2018;K;62;Delaware
Mercedes;Minivan;4.0;Czerwony;248503;2013;K;45;Kentucky
BMW;Kombi;4.5;Czerwony;44827;2013;M;46;Hawaii
Audi;Kombi;2.5;Niebieski;482209;2008;K;60;California
Mercedes;Cupe;5.0;Rozowy;387546;2010;M;37;Georgia
Mercedes;Kabriolet;4.0;Zielony;116572;2012;M;70;New Jersey
BMW;Kabriolet;3.0;Srebrny;146617;2014;M;27;Georgia
Honda;Sedan;3.0;Szary;349679;2009;K;61;Louisiana
Nissan;Pick-up;2.0;Fioletowy;425817;2011;M;58;Michigan
Chevrolet;Hatch-back;2.0;Zielony;498255;2011;M;52;Georgia
Nissan;Kombi;2.5;Brazowy;421585;2014;M;65;Kentucky
Honda;Hatch-back;2.0;Rozowy;343442;2008;K;23;Virginia
BMW;Hatch-back;3.5;Zolty;89368;2016;M;25;Indiana
Honda;SUV;3.5;Czarny;285378;2013;M;28;Alabama
Chrysler;Kabriolet;3.0;Niebieski;276404;2013;M;34;New Mexico
Chrysler;Sedan;3.0;Czerwony;478772;2014;K;59;Oregon
Audi;Hatch-back;4.5;Fioletowy;282711;2010;K;20;Utah
Cadilac;Kabriolet;2.0;Szary;265734;2016;M;29;Wyoming
Toyota;Sedan;5.0;Szary;416672;2012;M;42;Vermont
Cadilac;Kombi;3.0;Szary;154603;2017;M;63;Utah
Toyota;Hatch-back;5.0;Fioletowy;57268;2009;K;44;Delaware
Cadilac;SUV;2.0;Brazowy;251367;2011;M;52;Indiana
Chrysler;Cupe;5.0;Czerwony;464383;2011;K;24;Oregon
Dodge;Cupe;3.5;Niebieski;379609;2019;K;42;Montana
Audi;Hatch-back;1.5;Zolty;389168;2008;K;27;Massachusetts
Honda;SUV;4.5;Czarny;378588;2010;M;67;Minnesota
Volkswagen;SUV;1.5;Srebrny;123024;2012;K;54;South Carolina
Audi;Sedan;2.0;Czerwony;451164;2020;K;27;Alaska
Ford;Sedan;3.5;Bialy;345467;2009;M;21;Iowa
Mercedes;SUV;4.0;Czerwony;255698;2010;K;30;Minnesota
Volkswagen;Minivan;2.5;Rozowy;151841;2011;M;20;South Dakota
Honda;Sedan;4.0;Szary;235174;2011;K;42;California
Cadilac;Minivan;1.5;Szary;106689;2009;M;27;Tennessee
Cadilac;Sedan;3.5;Fioletowy;35244;2019;M;31;Arkansas
Chrysler;Pick-up;4.0;Czarny;144772;2014;M;45;Hawaii
Mercedes;Hatch-back;3.0;Czerwony;395255;2014;M;58;Nevada
